       sentence_id                        word    Tag
9080          2584                        held      O
9081          2584                       naval      O
9082          2584                   exercises      O
9083          2584                          in      O
9084          2584                         the      O
9085          2584                     Persian  B-geo
9086          2584                        Gulf  I-geo
9087          2584                     earlier      O
9088          2584                        this      O
9089          2584                        week      O
9090          2584                           .      O
9091          1765                         Mr.  B-per
9092          1765                     Jackson  I-per
9093          1765                         has      O
9094          1765                      denied      O
9095          1765                         all      O
9096          1765                         the      O
9097          1765                     charges      O
9098          1765                     against      O
9099          1765                         him      O
9100          1765                           .      O
9101          2824                         The      O
9102          2824                    Russians  B-gpe
9103          2824                         use      O
9104          2824                           a      O
9105          2824                      pencil      O
9106          2824                           .      O
9107          2427                        Spin  B-geo
9108          2427                      Boldak  I-geo
9109          2427                          is      O
9110          2427                           a      O
9111          2427                       major      O
9112          2427                    crossing      O
9113          2427                       point      O
9114          2427                     between      O
9115          2427                 Afghanistan  B-geo
9116          2427                         and      O
9117          2427                    Pakistan  B-geo
9118          2427                           .      O
9119          1653                           A      O
9120          1653                   prominent      O
9121          1653                        U.S.  B-geo
9122          1653                   newspaper      O
9123          1653                        says      O
9124          1653                  Washington  B-geo
9125          1653                       wants      O
9126          1653                          to      O
9127          1653                      expand      O
9128          1653                           a      O
9129          1653                      secret      O
9130          1653                     Central  B-org
9131          1653                Intelligence  I-org
9132          1653                      Agency  I-org
9133          1653                   operation      O
9134          1653                          in      O
9135          1653                    Pakistan  B-geo
9136          1653                    designed      O
9137          1653                          to      O
9138          1653                   eliminate      O
9139          1653                     Islamic  B-geo
9140          1653                   militants      O
9141          1653                           '      O
9142          1653                      havens      O
9143          1653                        near      O
9144          1653                         the      O
9145          1653                      Afghan  B-gpe
9146          1653                      border      O
9147          1653                           .      O
9148          2616                    Analysts      O
9149          2616                       blame      O
9150          2616                      rising      O
9151          2616                    interest      O
9152          2616                       rates      O
9153          2616                         and      O
9154          2616                           a      O
9155          2616                        glut      O
9156          2616                          of      O
9157          2616                      unsold      O
9158          2616                       homes      O
9159          2616                         for      O
9160          2616                         the      O
9161          2616                     decline      O
9162          2616                           .      O
9163          2652                         Mr.  B-per
9164          2652                     Duelfer  I-per
9165          2652                        also      O
9166          2652                       warns      O
9167          2652                        that      O
9168          2652                       there      O
9169          2652                          is      O
9170          2652                           a      O
9171          2652                        risk      O
9172          2652                        some      O
9173          2652                       Iraqi  B-gpe
9174          2652                  scientists      O
9175          2652                       might      O
9176          2652                       share      O
9177          2652                       their      O
9178          2652                      skills      O
9179          2652                        with      O
9180          2652                  terrorists      O
9181          2652                          or      O
9182          2652                  insurgents      O
9183          2652                           ,      O
9184          2652                         who      O
9185          2652                         are      O
9186          2652                      making      O
9187          2652                   concerted      O
9188          2652                     efforts      O
9189          2652                          to      O
9190          2652                        gain      O
9191          2652                    chemical      O
9192          2652                     weapons      O
9193          2652                capabilities      O
9194          2652                           .      O
9195           964                         The      O
9196           964                        bank      O
9197           964                          is      O
9198           964                        also      O
9199           964                     loaning      O
9200           964                          El  B-org
9201           964                    Salvador  I-org
9202           964                           $      O
9203           964                          27  B-tim
9204           964                     million      O
9205           964                          to      O
9206           964                     support      O
9207           964                           a      O
9208           964                     poverty      O
9209           964                   reduction      O
9210           964                     program      O
9211           964                       known      O
9212           964                          as      O
9213           964                         Red  B-org
9214           964                   Solidaria  I-org
9215           964                           ,      O
9216           964                    designed      O
9217           964                          to      O
9218           964                        help      O
9219           964                         the      O
9220           964                     poorest      O
9221           964                 Salvadorans  B-gpe
9222           964                          by      O
9223           964                   improving      O
9224           964                      health      O
9225           964                           ,      O
9226           964                   nutrition      O
9227           964                         and      O
9228           964                   education      O
9229           964                          in      O
9230           964                         the      O
9231           964                     country      O
9232           964                           .      O
9233          2102                         Tax      O
9234          2102                       rates      O
9235          2102                         are      O
9236          2102                         low      O
9237          2102                          to      O
9238          2102                     attract      O
9239          2102                     foreign      O
9240          2102                  investment      O
9241          2102                           .      O
9242           737                          He      O
9243           737                       urged      O
9244           737                    security      O
9245           737                      forces      O
9246           737                          to      O
9247           737                      better      O
9248           737                   cooperate      O
9249           737                          to      O
9250           737                        deal      O
9251           737                        with      O
9252           737                         the      O
9253           737                      region      O
9254           737                          's      O
9255           737                     turmoil      O
9256           737                           .      O
9257          2277                      Gunmen      O
9258          2277                      killed      O
9259          2277                          at      O
9260          2277                       least      O
9261          2277                          31      O
9262          2277                      people      O
9263          2277                          in      O
9264          2277                    Pakistan  B-geo
9265          2277                          's      O
9266          2277                    southern      O
9267          2277                        port      O
9268          2277                        city      O
9269          2277                          of      O
9270          2277                     Karachi  B-geo
9271          2277                          as      O
9272          2277                           a      O
9273          2277                 by-election      O
9274          2277                         was      O
9275          2277                        held      O
9276          2277                      Sunday  B-tim
9277          2277                          to      O
9278          2277                     replace      O
9279          2277                           a      O
9280          2277                    lawmaker      O
9281          2277                    murdered      O
9282          2277                     earlier      O
9283          2277                        this      O
9284          2277                        year      O
9285          2277                           .      O
9286           270                        They      O
9287           270                     marched      O
9288           270                        from      O
9289           270                         the      O
9290           270                      Houses      O
9291           270                          of      O
9292           270                  Parliament      O
9293           270                          to      O
9294           270                           a      O
9295           270                       rally      O
9296           270                          in      O
9297           270                        Hyde  B-geo
9298           270                        Park  I-geo
9299           270                           .      O
9300          1900                      Former      O
9301          1900                        U.S.  B-org
9302          1900                   President  B-per
9303          1900                        Bill  I-per
9304          1900                     Clinton  I-per
9305          1900                         has      O
9306          1900                     checked      O
9307          1900                        into      O
9308          1900                           a      O
9309          1900                    New~York  B-geo
9310          1900                    hospital      O
9311          1900                          in      O
9312          1900                 preparation      O
9313          1900                         for      O
9314          1900                        more      O
9315          1900                     surgery      O
9316          1900                    Thursday  B-tim
9317          1900                           ,      O
9318          1900                        this      O
9319          1900                        time      O
9320          1900                          to      O
9321          1900                      remove      O
9322          1900                       fluid      O
9323          1900                         and      O
9324          1900                        scar      O
9325          1900                      tissue      O
9326          1900                        from      O
9327          1900                         his      O
9328          1900                        left      O
9329          1900                       chest      O
9330          1900                      cavity      O
9331          1900                           .      O
9332          2117                        With      O
9333          2117                         its      O
9334          2117              transformation      O
9335          2117                          to      O
9336          2117                           a      O
9337          2117                  democratic      O
9338          2117                           ,      O
9339          2117             market-oriented      O
9340          2117                     country      O
9341          2117                     largely      O
9342          2117                   completed      O
9343          2117                           ,      O
9344          2117                      Poland  B-gpe
9345          2117                          is      O
9346          2117                          an      O
9347          2117                increasingly      O
9348          2117                      active      O
9349          2117                      member      O
9350          2117                          of      O
9351          2117               Euro-Atlantic      O
9352          2117               organizations      O
9353          2117                           .      O
9354          2289                         The      O
9355          2289                     attacks      O
9356          2289                        were      O
9357          2289                     carried      O
9358          2289                         out      O
9359          2289                          by      O
9360          2289                    militant      O
9361          2289                  supporters      O
9362          2289                          of      O
9363          2289                   President  B-per
9364          2289                     Laurent  I-per
9365          2289                      Gbagbo  I-per
9366          2289                           ,      O
9367          2289                       after      O
9368          2289                 U.N.-backed      O
9369          2289                     foreign      O
9370          2289                   mediators      O
9371          2289                 recommended      O
9372          2289                        that      O
9373          2289                  parliament      O
9374          2289                          be      O
9375          2289                   dissolved      O
9376          2289                          to      O
9377          2289                     advance      O
9378          2289                         the      O
9379          2289                       peace      O
9380          2289                     process      O
9381          2289                           .      O
9382          2770                     Efforts      O
9383          2770                          to      O
9384          2770                    increase      O
9385          2770                         GDP      O
9386          2770                     include      O
9387          2770                         the      O
9388          2770                   promotion      O
9389          2770                          of      O
9390          2770                     tourism      O
9391          2770                         and      O
9392          2770                   financial      O
9393          2770                    services      O
9394          2770                           ,      O
9395          2770                    although      O
9396          2770                         the      O
9397          2770               International  B-org
9398          2770                     Banking  I-org
9399          2770                      Repeal  I-org
9400          2770                         Act  I-org
9401          2770                          of      O
9402          2770                        2002  B-tim
9403          2770                    resulted      O
9404          2770                          in      O
9405          2770                         the      O
9406          2770                 termination      O
9407          2770                          of      O
9408          2770                         all      O
9409          2770                    offshore      O
9410          2770                     banking      O
9411          2770                    licenses      O
9412          2770                           .      O
9413          1837                         She      O
9414          1837                        said      O
9415          1837                         the      O
9416          1837                        IAEA  B-org
9417          1837                     expects      O
9418          1837                         any      O
9419          1837                     country      O
9420          1837                        with      O
9421          1837                 information      O
9422          1837                       about      O
9423          1837             nuclear-related      O
9424          1837                    activity      O
9425          1837                          of      O
9426          1837                     another      O
9427          1837                     country      O
9428          1837                          to      O
9429          1837                     provide      O
9430          1837                        that      O
9431          1837                 information      O
9432          1837                          to      O
9433          1837                         the      O
9434          1837                        IAEA  B-org
9435          1837                           .      O
9436          3056                       Blake  B-per
9437          3056                        will      O
9438          3056                        play      O
9439          3056                         the      O
9440          3056                      Sydney  B-geo
9441          3056                       final      O
9442          3056                          on      O
9443          3056                    Saturday  B-tim
9444          3056                     against      O
9445          3056                      Russia  B-geo
9446          3056                          's      O
9447          3056                        Igor  B-geo
9448          3056                     Andreev  I-geo
9449          3056                           ,      O
9450          3056                         who      O
9451          3056                        beat      O
9452          3056                     Andreas  B-per
9453          3056                       Seppi  I-per
9454          3056                          of      O
9455          3056                       Italy  B-geo
9456          3056                           ,      O
9457          3056                      06-Feb      O
9458          3056                           ,      O
9459          3056                      02-Jun      O
9460          3056                           ,      O
9461          3056                      06-Feb      O
9462          3056                           .      O
9463          3208                      Israel  B-gpe
9464          3208                         has      O
9465          3208                         yet      O
9466          3208                          to      O
9467          3208                        hand      O
9468          3208                        over      O
9469          3208                       three      O
9470          3208                       other      O
9471          3208                       towns      O
9472          3208                           -      O
9473          3208                   Qalqiliya  B-geo
9474          3208                           ,      O
9475          3208                   Bethlehem  B-geo
9476          3208                         and      O
9477          3208                    Ramallah  B-geo
9478          3208                           .      O
9479          1393                     Somalia  B-geo
9480          1393                          's      O
9481          1393                transitional      O
9482          1393                  government      O
9483          1393                        shut      O
9484          1393                        down      O
9485          1393                         the      O
9486          1393                     station      O
9487          1393                       after      O
9488          1393                          it      O
9489          1393                   broadcast      O
9490          1393                           a      O
9491          1393                      report      O
9492          1393                      saying      O
9493          1393                         300      O
9494          1393                   Ethiopian  B-gpe
9495          1393                    soldiers      O
9496          1393                         had      O
9497          1393                     crossed      O
9498          1393                        into      O
9499          1393                     Somalia  B-geo
9500          1393                           .      O
9501          2500                         The      O
9502          2500                        U.S.  B-geo
9503          2500                       space      O
9504          2500                      agency      O
9505          2500                        says      O
9506          2500                          it      O
9507          2500                          is      O
9508          2500                         now      O
9509          2500                 considering      O
9510          2500                   potential      O
9511          2500                      launch      O
9512          2500                       dates      O
9513          2500                          in      O
9514          2500                        late      O
9515          2500                    February  B-tim
9516          2500                           ,      O
9517          2500                         not      O
9518          2500                       early      O
9519          2500                          in      O
9520          2500                         the      O
9521          2500                       month      O
9522          2500                          as      O
9523          2500                  previously      O
9524          2500                     planned      O
9525          2500                           .      O
9526          2625                         The      O
9527          2625                         Bay  B-geo
9528          2625                          of      O
9529          2625                        Pigs  B-geo
9530          2625                    invasion      O
9531          2625                         was      O
9532          2625                           a      O
9533          2625                  CIA-backed      O
9534          2625                     attempt      O
9535          2625                          by      O
9536          2625                       Cuban  B-gpe
9537          2625                      exiles      O
9538          2625                          to      O
9539          2625                   overthrow      O
9540          2625                       Fidel  B-per
9541          2625                      Castro  I-per
9542          2625                           .      O
9543          2893                   Officials      O
9544          2893                          at      O
9545          2893                         the      O
9546          2893                      United  B-geo
9547          2893                      States  I-geo
9548          2893                     Embassy  I-geo
9549          2893                          in      O
9550          2893                       Nepal  B-gpe
9551          2893                         say      O
9552          2893                        they      O
9553          2893                         are      O
9554          2893                     alarmed      O
9555          2893                          by      O
9556          2893                         the      O
9557          2893                 possibility      O
9558          2893                          of      O
9559          2893                          an      O
9560          2893                    alliance      O
9561          2893                     between      O
9562          2893                      Maoist  B-geo
9563          2893                      rebels      O
9564          2893                         and      O
9565          2893                   political      O
9566          2893                     parties      O
9567          2893                          in      O
9568          2893                         the      O
9569          2893                   Himalayan  B-geo
9570          2893                     kingdom      O
9571          2893                           .      O
9572          2942                         The      O
9573          2942                    omission      O
9574          2942                         may      O
9575          2942                        mean      O
9576          2942                         the      O
9577          2942                        tape      O
9578          2942                         was      O
9579          2942                        made      O
9580          2942                      before      O
9581          2942                     Muhajer  B-org
9582          2942                         was      O
9583          2942                   appointed      O
9584          2942                          or      O
9585          2942                        that      O
9586          2942                    Zawahiri  B-per
9587          2942                        does      O
9588          2942                         not      O
9589          2942                     endorse      O
9590          2942                         him      O
9591          2942                           .      O
9592          2661                         The      O
9593          2661                       visit      O
9594          2661                          by      O
9595          2661                   Assistant      O
9596          2661                   Secretary      O
9597          2661                          of      O
9598          2661                       State  B-org
9599          2661                         for  I-org
9600          2661                     African  I-org
9601          2661                     Affairs  I-org
9602          2661                      Connie  I-org
9603          2661                      Newman  I-org
9604          2661                         and      O
9605          2661                     special      O
9606          2661                       envoy      O
9607          2661                         for      O
9608          2661                       Sudan  B-gpe
9609          2661                       Roger  B-per
9610          2661                      Winter  I-per
9611          2661                     follows      O
9612          2661                         two      O
9613          2661                        days      O
9614          2661                          of      O
9615          2661                       riots      O
9616          2661                          in      O
9617          2661                    response      O
9618          2661                          to      O
9619          2661                        news      O
9620          2661                          of      O
9621          2661                         the      O
9622          2661                       death      O
9623          2661                          of      O
9624          2661                         Mr.  B-per
9625          2661                      Garang  I-per
9626          2661                           ,      O
9627          2661                         the      O
9628          2661                      former      O
9629          2661                       rebel      O
9630          2661                      leader      O
9631          2661                         who      O
9632          2661                      became      O
9633          2661                       Sudan  B-gpe
9634          2661                          's      O
9635          2661                        vice      O
9636          2661                   president      O
9637          2661                          as      O
9638          2661                        part      O
9639          2661                          of      O
9640          2661                           a      O
9641          2661                       peace      O
9642          2661                        deal      O
9643          2661                           .      O
9644          3003                         Mr.  B-per
9645          3003                     Zardari  I-per
9646          3003                        will      O
9647          3003                        have      O
9648          3003                      dinner      O
9649          3003                        with      O
9650          3003                         Mr.  B-per
9651          3003                     Cameron  I-per
9652          3003                          at      O
9653          3003                         the      O
9654          3003                     British  B-gpe
9655          3003                       prime      O
9656          3003                    minister      O
9657          3003                          's      O
9658          3003                     country      O
9659          3003                     retreat      O
9660          3003                    Chequers  B-geo
9661          3003                           ,      O
9662          3003                     outside      O
9663          3003                      London  B-geo
9664          3003                           .      O
9665          2418                       Nepal  B-gpe
9666          2418                          's  B-org
9667          2418                     Supreme  I-org
9668          2418                       Court  I-org
9669          2418                         has      O
9670          2418                      issued      O
9671          2418                           a      O
9672          2418                  stay-order      O
9673          2418                          to      O
9674          2418                 temporarily      O
9675          2418                        halt      O
9676          2418                         the      O
9677          2418                     closure      O
9678          2418                          of      O
9679          2418                           a      O
9680          2418                     private      O
9681          2418                       radio      O
9682          2418                     station      O
9683          2418                        that      O
9684          2418                      defied      O
9685          2418                           a      O
9686          2418                         ban      O
9687          2418                          on      O
9688          2418                broadcasting      O
9689          2418                        news      O
9690          2418                           .      O
9691           459                          He      O
9692           459                      called      O
9693           459                          on      O
9694           459                         Mr.  B-per
9695           459                        Bush  I-per
9696           459                     earlier      O
9697           459                        this      O
9698           459                       month      O
9699           459                          to      O
9700           459                       begin      O
9701           459                 withdrawing      O
9702           459                        some      O
9703           459                        U.S.  B-gpe
9704           459                      troops      O
9705           459                        from      O
9706           459                        Iraq  B-geo
9707           459                           .      O
9708           364                 Authorities      O
9709           364                          in      O
9710           364                   Mogadishu  B-geo
9711           364                        have      O
9712           364                         not      O
9713           364                  determined      O
9714           364                           a      O
9715           364                      motive      O
9716           364                         for      O
9717           364                         the      O
9718           364                    shooting      O
9719           364                           .      O
9720          2830                          As      O
9721          2830                          an      O
9722          2830                 alternative      O
9723          2830                           ,      O
9724          2830                       Gates  B-per
9725          2830                        said      O
9726          2830                         the      O
9727          2830                        U.S.  B-gpe
9728          2830                          is      O
9729          2830                 considering      O
9730          2830                       other      O
9731          2830                      supply      O
9732          2830                      routes      O
9733          2830                           .      O
9734          2063                         Two      O
9735          2063                     Israeli  B-gpe
9736          2063                    officers      O
9737          2063                        were      O
9738          2063                     wounded      O
9739          2063                          in      O
9740          2063                        that      O
9741          2063                      attack      O
9742          2063                           .      O
9743          2394                       China  B-geo
9744          2394                          's      O
9745          2394                    official      O
9746          2394                      Xinhua  B-org
9747          2394                        news      O
9748          2394                      agency      O
9749          2394                      quotes      O
9750          2394                         the      O
9751          2394                         Web      O
9752          2394                        site      O
9753          2394                          's      O
9754          2394             editor-in-chief      O
9755          2394                          as      O
9756          2394                      saying      O
9757          2394                         the      O
9758          2394                        site      O
9759          2394                       works      O
9760          2394                          to      O
9761          2394                    increase      O
9762          2394                  government      O
9763          2394                transparency      O
9764          2394                         and      O
9765          2394                     prevent      O
9766          2394                           "      O
9767          2394            miscommunication      O
9768          2394                           "      O
9769          2394                     between      O
9770          2394                         the      O
9771          2394                  government      O
9772          2394                         and      O
9773          2394                         the      O
9774          2394                      people      O
9775          2394                           .      O
9776          2833                  Washington  B-gpe
9777          2833                        also      O
9778          2833                         has      O
9779          2833                    received      O
9780          2833                  permission      O
9781          2833                        from      O
9782          2833                      Russia  B-gpe
9783          2833                         and      O
9784          2833                  Kazakhstan  B-gpe
9785          2833                          to      O
9786          2833                        send      O
9787          2833                    supplies      O
9788          2833                          to      O
9789          2833                 Afghanistan  B-geo
9790          2833                          by      O
9791          2833                        rail      O
9792          2833                           .      O
9793          2788                         She      O
9794          2788                         was      O
9795          2788                     finally      O
9796          2788                    released      O
9797          2788                          in      O
9798          2788                    November  B-tim
9799          2788                        2010  I-tim
9800          2788                           .      O
9801          2194                       China  B-geo
9802          2194                          's      O
9803          2194                       mines      O
9804          2194                         are      O
9805          2194                         the      O
9806          2194                   deadliest      O
9807          2194                          in      O
9808          2194                         the      O
9809          2194                       world      O
9810          2194                           .      O
9811           635                         The      O
9812           635                        U.N.  B-org
9813           635                        says      O
9814           635                         the      O
9815           635                       other      O
9816           635                  agreements      O
9817           635                        will      O
9818           635                       allow      O
9819           635                         for      O
9820           635                         the      O
9821           635                      return      O
9822           635                          of      O
9823           635                      13,000      O
9824           635                    Sudanese  B-gpe
9825           635                    refugees      O
9826           635                      living      O
9827           635                          in      O
9828           635                         the      O
9829           635                  Democratic  B-gpe
9830           635                    Republic  I-gpe
9831           635                          of  I-gpe
9832           635                       Congo  I-gpe
9833           635                           ,      O
9834           635                         and      O
9835           635                         for      O
9836           635                         the      O
9837           635                      return      O
9838           635                          of      O
9839           635                      nearly      O
9840           635                       7,000      O
9841           635                   Congolese  B-gpe
9842           635                    refugees      O
9843           635                   currently      O
9844           635                          in      O
9845           635                       Sudan  B-gpe
9846           635                           .      O
9847          1358                          EU  B-org
9848          1358                     textile      O
9849          1358                   producers      O
9850          1358                         say      O
9851          1358                         the      O
9852          1358                     imports      O
9853          1358                         are      O
9854          1358                     harming      O
9855          1358                       their      O
9856          1358                    business      O
9857          1358                           ,      O
9858          1358                         but      O
9859          1358                   retailers      O
9860          1358                         say      O
9861          1358                        they      O
9862          1358                        have      O
9863          1358                     already      O
9864          1358                        paid      O
9865          1358                         for      O
9866          1358                         the      O
9867          1358                     Chinese  B-gpe
9868          1358                    clothing      O
9869          1358                         and      O
9870          1358                        want      O
9871          1358                         the      O
9872          1358                       items      O
9873          1358                    released      O
9874          1358                           .      O
9875          1875                       While      O
9876          1875                       there      O
9877          1875                           ,      O
9878          1875                         the      O
9879          1875                       plane      O
9880          1875                   underwent      O
9881          1875                     repairs      O
9882          1875                         for      O
9883          1875                           a      O
9884          1875                       minor      O
9885          1875                  electrical      O
9886          1875                     problem      O
9887          1875                           .      O
9888          1987                           A      O
9889          1987                   statement      O
9890          1987                        from      O
9891          1987                         the      O
9892          1987                     Israeli  B-gpe
9893          1987                       prime  B-per
9894          1987                    minister      O
9895          1987                          on      O
9896          1987                   Wednesday  B-tim
9897          1987                        said      O
9898          1987                   officials      O
9899          1987                        from      O
9900          1987                        both      O
9901          1987                       sides      O
9902          1987                        will      O
9903          1987                        hold      O
9904          1987                       talks      O
9905          1987                      before      O
9906          1987                         the      O
9907          1987                      summit      O
9908          1987                          to      O
9909          1987                     discuss      O
9910          1987                          an      O
9911          1987                     ongoing      O
9912          1987                       truce      O
9913          1987                         and      O
